purchase_order_id,supplier_id,sku,qty_ordered,order_date,expected_delivery_date,delivery_status
PO002252,SUP028,SKU00138,205,2023-09-17,2023-10-17,Pending
PO002253,SUP003,SKU00186,96,2025-04-22,2025-05-28,Cancelled
PO002254,SUP018,ITM00077,523,,2024-07-14,
PO002255,SUP006,PROD00167,80,2023-04-25,2023-05-07,Pending
PO002256,SUP030,SKU00186,121,2024-03-27,2024-04-24,Delivered
PO002257,SUP006,SKU00054,142,2024-05-02,2024-06-12,Pending
PO002258,SUP020,PROD00129,518,2024-01-10,2024-01-23,In Transit
PO002259,SUP026,PRO00066,440,2023-11-15,2023-11-23,Cancelled
PO002260,SUP012,PRO00131,432,2025-02-07,2025-03-07,Pending
PO002261,SUP007,SKU00072,521,2023-08-28,2023-10-06,Delivered
PO002262,SUP004,SKU00142,333,2024-04-03,2024-05-03,Pending
PO002263,SUP009,SKU00181,299,2024-04-14,2024-05-19,In Transit
PO002264,SUP009,PROD00004,388,2024-01-02,27-01-2024,Pending
PO002265,SUP012,SKU00130,96,2023-06-10,2023-07-06,In Transit
PO002266,SUP001,SKU00122,366,2023-05-23,2023-07-09,Delayed
PO002267,SUP006,SKU00103,340,2023-04-03,2023-04-15,Cancelled
PO002268,SUP013,PRO00019,171,2025-05-15,2025-05-28,In Transit
PO002269,SUP004,ITM00099,343,2023-05-18,2023-05-23,Cancelled
PO002270,SUP011,SKU00098,495,2024-09-28,2024-10-19,In Transit
PO002271,SUP027,ITM00033,224,2025-08-26,2025-09-26,Delivered
PO002272,SUP002,ITM00050,524,2023-07-02,2023-07-14,Delivered
PO002273,SUP023,ITM00175,378,2024-09-22,2024-11-08,Delayed
PO002274,SUP005,SKU00009,55,2024-09-28,2024-10-15,
PO002275,SUP015,PROD00106,420,2024-12-23,2025-01-20,Pending
PO002276,SUP011,SKU00122,125,2024-08-17,2024-09-07,In Transit
PO002277,SUP026,PRO00027,491,2025-09-03,2025-10-13,Delayed
PO002278,SUP010,PRO00100,408,2024-02-05,2024-03-11,Pending
PO002279,SUP018,SKU00141,513,2025-06-21,2025-08-05,Cancelled
PO002280,SUP020,ITM00105,254,02/18/2024,2024-02-28,Delivered
PO002281,SUP006,SKU00072,304,,2025-03-18,Pending
PO002282,SUP026,PRO00053,244,2025-01-05,2025-01-26,Delayed
PO002283,SUP006,ITM00111,242,2024-01-30,2024-02-24,Delayed
PO002284,SUP030,PRO00060,485,2025-02-14,2025-03-24,In Transit
PO002285,SUP021,ITM00050,447,2025-01-01,2025-01-07,Delayed
PO002286,SUP025,SKU00154,289,2023-01-11,2023-02-26,In Transit
PO002287,SUP005,SKU00046,246,2024-04-04,2024-05-05,
PO002288,SUP006,PROD00165,490,2024-06-10,2024-07-02,Delivered
PO002289,SUP010,PROD00171,503,2023-02-27,2023-03-07,Cancelled
PO002290,SUP014,SKU00159,252,2024-01-10,2024-02-25,Cancelled
PO002291,SUP002,SKU00079,499,2024-02-09,2024-03-02,Delayed
PO002292,SUP008,SKU00026,228,07/14/2024,2024-08-02,In Transit
PO002293,SUP029,SKU00082,445,2025-05-04,2025-05-21,Delivered
PO002294,SUP008,ITM00139,334,2024-04-06,2024-04-12,Cancelled 
PO002295,SUP016,SKU00188,533,2023-08-29,2023-09-14,Delayed
PO002296,SUP029,SKU00046,405,2024-06-06,2024-07-06,In Transit
PO002297,SUP029,SKU00152,314,2025-09-04,2025-10-01,
PO002298,SUP021,ITM00036,104,2023-10-31,2023-11-14,Delayed
PO002299,SUP012,PRO00060,115,2023-06-06,2023-06-30,Delivered
PO002300,SUP016,PRO00157,,2023-08-20,2023-08-29,Pending
PO002301,SUP006,ITM00126,69,2023-06-24,2023-08-08,Delivered
PO002302,SUP022,PROD00160,209,2023-06-25,2023-07-21,Delayed 
PO002303,SUP002,PROD00164,247,2023-10-16,2023-11-13,In Transit
PO002304,SUP004,PROD00008,317,2025-05-05,2025-06-21,Cancelled
PO002305,SUP012,ITM00114,230,2023-05-24,2023-06-05,Cancelled
PO002306,SUP027,SKU00082,383,2024-04-18,2024-05-27,Delivered
PO002307,SUP009,PROD00164,491,2024-11-16,2024-12-12,Delayed
PO002308,SUP003,ITM00110,150,2024-01-21,02/02/2024,In Transit
PO002309,SUP011,ITM00166,432,2024-03-03,2024-04-16,Cancelled
PO002310,SUP025,PRO00005,219,2024-01-23,2024-02-06,Delayed
PO002311,SUP005,PROD00182,410,2024-10-29,2024-11-05,In Transit
PO002312,SUP021,PROD00062,88,2025-05-30,2025-07-03,Pending
PO002313,SUP010,PRO00100,428,2023-12-21,2024-01-02,Delayed
PO002314,SUP019,PROD00184,51,2023-06-12,2023-07-10,Delayed
PO002315,SUP009,PROD00090,190,2025-08-19,2025-09-14,Delayed
PO002316,SUP010,ITM00011,248,2023-08-24,2023-09-10,In Transit
PO002317,SUP025,ITM00166,467,2024-06-08,2024-06-26,Delayed
PO002318,SUP001,PRO00146,428,2023-04-18,2023-04-26,Delivered
PO002319,SUP015,PROD00167,456,2023-01-18,2023-01-31,Delivered
PO002320,SUP001,ITM00050,445,2023-02-11,2023-03-12,Delivered
PO002321,SUP008,PRO00180,443,2023-07-09,2023-08-27,Cancelled
PO002322,SUP001,SKU00120,301,2024-07-20,07-08-2024,Delivered
PO002323,SUP023,PRO00148,315,2023-12-22,2024-01-08,Delayed
PO002324,SUP027,SKU00002,480,2024-07-01,2024-08-04,In Transit
PO002325,SUP014,ITM00070,101,2023-03-08,2023-04-02,Pending
PO002326,SUP014,PROD00160,358,2025-06-04,2025-07-02,In Transit
PO002327,SUP026,PROD00084,366,2024-07-06,2024-08-25,Delayed
PO002328,SUP016,ITM00099,316,07/20/2025,2025-09-01,In Transit
PO002329,SUP011,SKU00057,172,2023-04-20,2023-06-05, Cancelled
PO002330,SUP002,SKU00122,90,2024-03-01,2024-03-19,Pending
PO002331,SUP017,ITM00172,226,2023-04-14,2023-05-06,Pending
PO002332,SUP023,PRO00042,448,2025-05-22,2025-06-17,Cancelled
PO002333,SUP025,PRO00029,339,2023-11-14,2023-12-24,Pending
PO002334,SUP008,ITM00023,360,2023-06-11,2023-07-16,Cancelled
PO002335,SUP030,PRO00047,476,2024-02-10,2024-03-28,Cancelled
PO002336,SUP011,ITM00134,346,2024-06-11,2024-07-20,Cancelled
PO002337,SUP030,PRO00137,249,2024-11-02,2024-11-28,Cancelled
PO002338,SUP013,ITM00036,354,2023-12-20,2024-01-14,Cancelled
PO002339,SUP003,PROD00153,158,2023-06-20,2023-07-04,Delayed
PO002340,SUP030,PROD00199,503,2023-05-19,2023-05-31,In Transit
PO002341,SUP028,PRO00047,150,2024-10-19,2024-11-13,Pending
PO002342,SUP003,PROD00018,254,2025-03-30,2025-05-17,Pending
PO002343,SUP009,PROD00192,531,2023-01-09,2023-02-11, Delayed
PO002344,SUP019,PRO00027,202,2025-05-09,2025-06-25,In Transit
PO002345,SUP017,ITM00023,144,2024-06-02,2024-07-11,Pending
PO002346,SUP010,PRO00012,525,2025-02-11,2025-03-04,Cancelled
PO002347,SUP010,PROD00125,288,2023-07-23,2023-07-31,Delayed
PO002348,SUP012,PRO00085,258,2024-05-18,2024-05-31,In Transit
PO002349,SUP024,SKU00154,359,2025-03-13,2025-04-12,Pending
PO002350,SUP020,SKU00101,59,2024-05-21,2024-06-11,Pending
PO002351,SUP027,SKU00054,311,2024-11-05,2024-12-25,
PO002352,SUP022,ITM00110,530,2024-08-03,2024-09-22,Delayed
PO002353,SUP017,ITM00096,494,2025-01-04,2025-01-13,In Transit
PO002354,SUP027,SKU00152,537,04/02/2025,2025-05-06,Cancelled
PO002355,SUP016,SKU00186,229,2025-06-30,2025-07-23,Delayed
PO002356,SUP022,PRO00100,173,2023-08-01,2023-08-18,Delayed
PO002357,SUP019,SKU00054,381,2023-12-25,2024-01-21,In Transit
PO002358,SUP023,PRO00022,167,2025-03-07,2025-03-14,In Transit
PO002359,SUP021,PRO00085,436,2023-05-06,2023-06-15,Delayed
PO002360,SUP029,ITM00175,250,2025-05-20,2025-06-24,Delayed
PO002361,SUP009,PROD00107,,2024-06-11,2024-07-05,Pending
PO002362,SUP014,ITM00135,304,2025-05-10,2025-05-22,Pending
PO002363,SUP024,ITM00096,316,2024-12-01,2024-12-07,Delivered
PO002364,SUP008,PROD00125,75,2025-06-28,2025-07-08,In Transit
PO002365,SUP006,ITM00040,139,2023-06-29,2023-07-23,Pending
PO002366,SUP021,SKU00116,73,2024-08-01,2024-08-14,Delivered
PO002367,SUP016,PRO00092,486,2025-05-11,2025-06-21,Pending
PO002368,SUP009,PROD00199,156,2024-02-10,2024-03-13,Cancelled
PO002369,SUP011,PROD00016,447,21-06-2024,2024-07-02,Delayed
PO002370,SUP012,PROD00165,248,2023-10-29,2023-12-18,Pending
PO002371,SUP009,SKU00093,362,2025-07-12,2025-08-28,Cancelled
PO002372,SUP009,PRO00010,239,2024-02-27,2024-04-06,Delayed
PO002373,SUP028,PRO00028,474,2024-03-25,2024-04-11,Pending
PO002374,SUP016,SKU00031,295,2025-06-16,2025-07-09,Pending
PO002375,SUP021,PROD00145,71,2025-07-16,2025-07-26,Delivered
PO002376,SUP015,PRO00183,443,2024-11-30,2025-01-03,Delivered
PO002377,SUP023,PROD00080,186,2025-02-07,2025-02-22,Pending
PO002378,SUP014,PRO00060,143,2025-05-20,2025-06-25,Pending
PO002379,SUP003,SKU00138,124,2025-05-15,2025-06-26,Delayed
PO002380,SUP026,PROD00177,151,2024-01-21,2024-02-14,Delivered
PO002381,SUP022,PROD00048,252,2023-02-22,2023-03-20,Pending
PO002382,SUP025,SKU00020,549,2025-02-17,2025-02-25,Delayed
PO002383,SUP009,PRO00180,75,11/12/2023,2023-12-25,Pending
PO002384,SUP028,PRO00066,85,2025-02-21,2025-04-12,Pending
PO002385,SUP013,ITM00127,221,2024-06-02,2024-06-26,Delayed
PO002386,SUP022,SKU00116,474,2025-09-25,2025-11-13,Delayed
PO002387,SUP002,SKU00009,216,2025-06-14,2025-07-20,Cancelled
PO002388,SUP007,PRO00014,272,2024-10-31,2024-11-15,Pending
PO002389,SUP023,ITM00036,69,2024-06-04,2024-06-21,In Transit
PO002390,SUP011,SKU00152,464,2024-09-10,2024-10-09,Pending
PO002391,SUP009,PROD00149,255,2023-10-03,2023-10-31,Delayed
PO002392,SUP022,ITM00096,54,2025-05-10,2025-06-18,Cancelled
PO002393,SUP025,PRO00017,546,2024-06-24,2024-07-05, Cancelled
PO002394,SUP003,PROD00048,525,2023-03-30,2023-05-04,Cancelled
PO002395,SUP012,PROD00106,508,2023-09-19,2023-10-30,Cancelled
PO002396,SUP021,PROD00016,282,2025-01-27,2025-02-28,In Transit
PO002397,SUP028,PRO00007,256,2025-03-18,2025-04-24,Delayed
PO002398,SUP003,PRO00052,78,2023-11-14,2023-12-10, Delivered 
PO002399,SUP015,PRO00076,262,2025-04-25,2025-05-24,In Transit
PO002400,SUP023,PRO00060,336,2023-02-26,2023-03-22,Delayed
PO002401,SUP006,PRO00027,236,2023-12-04,2024-01-23,
PO002402,SUP004,PRO00195,353,2025-08-24,2025-09-11,Pending
PO002403,SUP001,SKU00179,407,2025-09-04,2025-10-05,Cancelled
PO002404,SUP011,SKU00093,445,2024-04-01,2024-04-11,Pending
PO002405,SUP027,SKU00118,423,2023-11-11,2023-11-28,Cancelled
PO002406,SUP003,PRO00022,294,2024-08-29,2024-10-07,Delayed
PO002407,SUP026,PRO00068,279,2023-03-28,05/15/2023,Pending
PO002408,SUP028,PRO00155,444,2025-09-28,2025-11-14, In Transit 
PO002409,SUP016,PROD00171,414,2023-09-06,2023-09-16,Delivered
PO002410,SUP018,PRO00032,172,2023-03-10,2023-04-12,Delivered
PO002411,SUP011,PROD00182,181,2025-01-28,2025-02-10,Delayed
PO002412,SUP024,PROD00160,436,2023-03-28,2023-04-29,Cancelled
PO002413,SUP009,PROD00121,472,2024-09-01,2024-09-10,Delivered
PO002414,SUP019,PROD00174,138,2024-08-18,2024-10-01,
PO002415,SUP017,SKU00101,105,2025-06-24,2025-07-18,In Transit
PO002416,SUP009,ITM00110,215,2023-07-30,2023-09-17,In Transit
PO002417,SUP003,ITM00139,500,2025-05-10,2025-06-16,Pending
PO002418,SUP010,PRO00195,138,2024-03-25,2024-04-19,In Transit
PO002419,SUP023,PRO00078,100,2024-12-26,2025-01-17,Delivered
PO002420,SUP004,PROD00187,400,2024-11-08,2024-12-17,Delivered
PO002421,SUP012,PROD00006,390,2023-03-08,2023-03-26,In Transit
PO002422,SUP006,ITM00063,139,2025-09-05,2025-09-25,Pending
PO002423,SUP026,ITM00158,108,03/06/2023,2023-03-26,Delivered
PO002424,SUP028,PRO00055,393,2025-01-15,2025-01-31,Delivered
PO002425,SUP003,SKU00197,277,2023-02-06,2023-02-23,Delayed
PO002426,SUP026,ITM00036,320,2024-11-14,2024-11-25,Delayed
PO002427,SUP025,PRO00119,354,2024-02-10,2024-03-11,Delayed
PO002428,SUP013,PROD00045,316,2024-12-29,2025-02-11,Pending
PO002429,SUP022,ITM00043,435,2023-02-05,2023-02-20,Delayed
PO002430,SUP021,ITM00036,144,,2025-03-04,Pending
PO002431,SUP004,SKU00140,491,2024-02-05,2024-03-13,Cancelled
PO002432,SUP030,ITM00065,342,2025-07-04,2025-07-13,Delivered
PO002433,SUP017,PRO00095,427,2024-07-13,2024-08-20,In Transit 
PO002434,SUP029,PRO00115,180,2023-12-25,2024-01-31,
PO002435,SUP027,ITM00070,179,2023-04-08,04/20/2023,In Transit
PO002436,SUP006,ITM00158,300,2024-10-22,2024-11-10,Cancelled
PO002437,SUP023,PRO00095,412,2024-07-01,2024-07-12,In Transit
PO002438,SUP018,PRO00007,252,2024-05-28,2024-06-19,In Transit
PO002439,SUP027,ITM00135,70,2025-08-13,2025-08-28,Delayed
PO002440,SUP014,ITM00176,389,2023-11-18,2023-12-27,
PO002441,SUP014,ITM00134,233,2023-10-02,2023-11-10,Cancelled
PO002442,SUP030,SKU00067,269,2024-05-25,2024-06-08,In Transit
PO002443,SUP002,SKU00154,340,2024-09-03,2024-09-24,Pending
PO002444,SUP009,PRO00081,136,2024-02-17,2024-02-26,Delayed
PO002445,SUP012,PRO00060,440,2023-12-04,2024-01-23,Cancelled
PO002446,SUP014,ITM00166,549,2024-03-07,2024-04-24,Pending
PO002447,SUP030,ITM00071,346,2024-09-06,09/12/2024,Delivered
PO002448,SUP015,SKU00170,258,2024-06-21,07/04/2024,Cancelled
PO002449,SUP018,PRO00183,253,2024-08-30,2024-09-11,Pending
PO002450,SUP020,PRO00095,329,2024-09-20,2024-10-04,Cancelled
PO002451,SUP006,PRO00052,217,2025-02-01,2025-02-07,Delivered
PO002452,SUP008,PRO00039,412,2024-04-03,2024-04-26,Pending
PO002453,SUP016,SKU00054,487,2025-04-01,2025-04-20,In Transit
PO002454,SUP022,SKU00197,95,2025-02-09,2025-03-20, Delayed 
PO002455,SUP003,SKU00086,466,2023-05-06,2023-05-21,
PO002456,SUP024,PRO00055,392,2024-05-13,2024-05-25,Cancelled
PO002457,SUP001,SKU00152,213,2024-06-19,2024-06-25,Cancelled
PO002458,SUP010,PRO00193,116,2025-09-22,2025-10-07,In Transit
PO002459,SUP028,PROD00075,350,2025-07-10,2025-08-18,Delivered
PO002460,SUP021,SKU00072,,2023-06-14,2023-07-13,Cancelled
PO002461,SUP029,PRO00109,74,2024-07-31,2024-09-05,Pending
PO002462,SUP006,PROD00080,222,2024-03-06,2024-04-25,Delayed
PO002463,SUP001,ITM00126,,2024-06-25,08/12/2024,In Transit
PO002464,SUP014,SKU00020,,2023-02-03,2023-03-05,Cancelled
PO002465,SUP019,PRO00151,97,2024-01-11,2024-03-01,In Transit
PO002466,SUP026,PRO00193,92,2024-07-03,08/18/2024,In Transit
PO002467,SUP004,ITM00011,389,2025-05-05,2025-05-24,Delivered
PO002468,SUP019,PROD00199,,2025-01-05,2025-01-23,Pending
PO002469,SUP020,PRO00074,538,,2023-12-02,Delivered
PO002470,SUP024,ITM00134,535,2024-02-14,2024-03-24,Delayed
PO002471,SUP020,PROD00178,287,2024-02-16,03/23/2024,Cancelled
PO002472,SUP008,SKU00142,457,2023-08-12,2023-08-19,Delayed
PO002473,SUP018,PRO00163,287,2023-09-30,2023-10-23,Cancelled
PO002474,SUP006,PRO00017,548,2023-05-16,2023-05-24,Pending
PO002475,SUP005,PRO00081,309,2025-03-30,2025-05-18,In Transit
PO002476,SUP005,PROD00174,215,2025-09-08,2025-10-24,Pending
PO002477,SUP021,PRO00039,214,2024-05-17,2024-06-17,Pending
PO002478,SUP030,PRO00039,378,2023-12-28,2024-02-06,Delivered
PO002479,SUP023,PRO00092,133,2024-04-11,2024-05-27,Delayed
PO002480,SUP021,PRO00137,73,2023-08-02,2023-09-15,Delivered
PO002481,SUP001,SKU00067,415,2023-09-25,2023-11-07,Pending
PO002482,SUP005,PRO00193,346,2025-04-22,2025-04-30,Delayed
PO002483,SUP023,SKU00186,408,2024-04-08,2024-05-08,Pending
PO002484,SUP005,SKU00116,524,2023-05-31,2023-06-06,Pending
PO002485,SUP010,PROD00080,211,2024-07-07,2024-07-27,Pending
PO002486,SUP021,PRO00013,207,2025-06-21,2025-07-10,Cancelled
PO002487,SUP012,PRO00007,251,26-09-2025,2025-10-04,Delayed
PO002488,SUP008,PROD00045,114,2023-11-29,2023-12-31,Delivered
PO002489,SUP029,ITM00175,503,2025-07-09,2025-07-16,
PO002490,SUP024,PRO00003,511,2024-03-18,2024-03-24,In Transit
PO002491,SUP030,PROD00004,105,2025-04-18,2025-05-29, Delayed 
PO002492,SUP014,PRO00047,74,2025-01-01,2025-02-14,Delivered
PO002493,SUP026,ITM00139,374,2024-08-25,2024-09-29,Delivered
PO002494,SUP013,PRO00183,299,2023-03-15,2023-04-01,Delivered
PO002495,SUP006,PRO00017,492,2025-02-15,2025-02-25,In Transit
PO002496,SUP017,PRO00137,513,2024-04-03,2024-04-18,In Transit
PO002497,SUP015,SKU00143,264,2024-08-21,2024-10-05,Cancelled
PO002498,SUP030,SKU00072,96,2024-08-19,2024-09-04,Cancelled
PO002499,SUP026,ITM00063,451,2025-08-01,2025-08-08,Delivered
PO002500,SUP018,PROD00184,287,2024-05-06,2024-06-16,
PO002501,SUP023,PROD00125,505,2025-02-09,2025-02-25,Pending
PO002502,SUP014,ITM00134,202,2024-09-23,2024-10-22,Pending
PO002503,SUP012,SKU00054,276,2023-11-28,2023-12-20,Delivered
PO002504,SUP021,SKU00026,494,2024-07-16,2024-08-07,In Transit
PO002505,SUP022,PRO00100,379,2025-01-29,2025-03-15,Pending
PO002506,SUP009,SKU00197,188,2024-12-28,2025-02-15,Delivered
PO002507,SUP023,PRO00157,365,2023-09-02,2023-10-17,Cancelled
PO002508,SUP011,SKU00188,430,2025-06-29,2025-08-11,Delivered
PO002509,SUP007,ITM00128,79,2024-10-22,2024-12-06,Delayed
PO002510,SUP020,PRO00131,520,2023-06-29,2023-08-14,Pending
PO002511,SUP018,SKU00079,434,2023-10-14,2023-10-19,Delayed
PO002512,SUP003,PRO00076,224,2024-03-01,2024-03-29,In Transit
PO002513,SUP018,PROD00107,334,2024-03-21,2024-04-13,Delivered
PO002514,SUP003,ITM00110,547,2023-10-16,2023-10-31,Pending
PO002515,SUP028,PRO00193,498,2024-03-29,2024-04-28,In Transit
PO002516,SUP003,ITM00001,429,2024-03-26,2024-04-17,Delayed
PO002517,SUP013,SKU00154,173,2024-12-08,2025-01-10,Pending
PO002518,SUP004,SKU00002,209,2024-11-21,2025-01-01,In Transit
PO002519,SUP011,PROD00075,201,2024-02-17,2024-03-21,Pending
PO002520,SUP008,ITM00176,533,2024-06-19,2024-07-05,Pending
PO002521,SUP012,PRO00064,249,2023-10-29,2023-12-03,Delayed
PO002522,SUP018,PRO00148,98,2024-10-17,2024-11-03,Cancelled
PO002523,SUP002,ITM00050,139,2023-11-30,2024-01-12,Cancelled
PO002524,SUP007,PROD00106,422,2025-01-06,2025-01-14,Delivered
PO002525,SUP009,PRO00156,387,2023-11-26,2023-12-27,Pending
PO002526,SUP022,ITM00112,347,2023-03-16,2023-04-29,Cancelled
PO002527,SUP001,SKU00118,148,2024-03-31,2024-04-07,Delayed
PO002528,SUP013,PRO00155,545,2023-07-11,2023-08-29,Pending
PO002529,SUP006,PROD00145,519,2023-12-06,2024-01-06,Pending
PO002530,SUP020,PROD00016,110,2024-06-15,2024-07-02,Delivered
PO002531,SUP025,PRO00131,451,2024-12-13,2024-12-27,Delayed
PO002532,SUP003,SKU00190,174,2024-02-28,2024-04-15,Pending
PO002533,SUP015,SKU00041,389,2024-10-30,2024-12-17,Delayed
PO002534,SUP001,ITM00040,308,2024-02-05,2024-03-12,Pending
PO002535,SUP001,ITM00134,316,2023-05-21,2023-06-24,Delayed
PO002536,SUP005,PRO00157,428,16-12-2023,2024-02-04,Pending
PO002537,SUP026,SKU00020,184,2024-11-13,2024-12-12,Delivered
PO002538,SUP023,PROD00178,391,2024-02-26,2024-04-13,In Transit
PO002539,SUP009,ITM00200,307,2024-06-11,2024-06-18,Delivered
PO002540,SUP022,PROD00008,493,2023-04-12,2023-05-20,In Transit
PO002541,SUP015,ITM00077,286,2025-02-01,2025-03-12,Cancelled
PO002542,SUP005,ITM00189,90,19-01-2025,2025-02-11,Delivered
PO002543,SUP023,SKU00086,248,2025-07-08,2025-07-28,Delayed
PO002544,SUP009,SKU00186,291,2023-06-12,2023-07-19,In Transit
PO002545,SUP029,ITM00134,521,2024-01-11,2024-02-07,Delayed
PO002546,SUP020,PROD00125,99,2024-10-07,2024-11-15,Delivered
PO002547,SUP004,PRO00055,364,2025-01-09,2025-02-27,In Transit
PO002548,SUP007,PRO00180,334,2025-05-18,2025-07-01,Delivered
PO002549,SUP020,PRO00014,159,2023-12-20,2023-12-28,Delayed
PO002550,SUP028,SKU00138,434,2024-06-13,2024-07-11,Cancelled
PO002551,SUP016,ITM00001,188,2024-12-14,2025-01-19,In Transit
PO002552,SUP013,ITM00200,78,2023-10-14,2023-11-21,Delivered
PO002553,SUP005,PROD00171,213,2023-09-14,2023-09-19,Cancelled
PO002554,SUP006,PROD00184,182,2023-06-30,2023-07-25,Pending
PO002555,SUP017,ITM00050,400,2023-07-25,2023-07-31,Cancelled
PO002556,SUP008,PRO00032,190,2025-06-26,2025-08-15,In Transit
PO002557,SUP015,SKU00181,241,2024-05-23,2024-06-05,Delivered
PO002558,SUP010,SKU00054,149,2024-11-29,2024-12-26,Cancelled
PO002559,SUP012,PRO00022,428,2023-09-26,2023-11-13,In Transit
PO002560,SUP014,SKU00124,454,2024-01-19,2024-02-19,Cancelled
PO002561,SUP026,PRO00078,341,2023-01-19,2023-02-08,Cancelled
PO002562,SUP016,SKU00002,,2023-04-18,2023-04-25,Cancelled
PO002563,SUP016,PRO00027,395,2025-02-08,02-03-2025, Pending 
PO002564,SUP002,PROD00008,59,2024-09-16,2024-11-01,In Transit
PO002565,SUP017,SKU00041,547,2025-01-27,2025-03-10,Pending
PO002566,SUP007,PRO00019,462,2024-01-03,2024-01-16,Cancelled
PO002567,SUP023,SKU00083,63,,2024-10-18, In Transit 
PO002568,SUP029,ITM00091,112,2024-03-06,2024-03-13,Cancelled
PO002569,SUP002,ITM00166,528,2024-05-28,2024-06-09,Delivered 
PO002570,SUP016,SKU00026,522,2025-09-08,2025-10-25,In Transit
PO002571,SUP024,SKU00120,284,2023-06-16,2023-07-16,Cancelled
PO002572,SUP017,ITM00091,85,2025-06-13,2025-07-31,Pending
PO002573,SUP014,SKU00002,510,2024-01-29,2024-03-16,Delivered
PO002574,SUP023,SKU00181,409,2024-04-10,2024-04-16,Delivered
PO002575,SUP028,PRO00027,50,2023-06-07,2023-06-12,In Transit
PO002576,SUP029,PRO00163,156,2025-01-15,2025-03-04,Delivered
PO002577,SUP001,SKU00120,227,2024-02-12,2024-03-12,Cancelled
PO002578,SUP013,PROD00199,439,2023-09-24,2023-11-04,In Transit
PO002579,SUP029,PROD00136,196,2023-08-04,2023-08-15,In Transit
PO002580,SUP007,PRO00144,327,2024-12-21,2024-12-31,In Transit
PO002581,SUP019,PRO00081,61,2024-10-13,2024-11-12,Delivered
PO002582,SUP002,PRO00047,456,2023-09-29,2023-11-09,Delivered
PO002583,SUP025,PROD00073,302,2025-04-12,2025-04-26,In Transit
PO002584,SUP012,PRO00005,124,2023-10-17,2023-11-10,Delayed
PO002585,SUP002,ITM00011,344,2023-09-14,2023-10-30,Cancelled
PO002586,SUP006,SKU00041,138,2025-09-28,2025-10-27,Pending
PO002587,SUP003,PRO00005,73,2025-04-18,2025-05-26,Cancelled
PO002588,SUP012,PRO00060,154,2025-03-26,2025-04-07,Delivered
PO002589,SUP021,SKU00186,480,2025-04-23,2025-05-05,Pending
PO002590,SUP027,SKU00020,290,2023-08-19,2023-09-02,In Transit
PO002591,SUP016,PRO00064,504,2023-12-08,2024-01-11,Pending
PO002592,SUP006,ITM00096,508,2023-07-15,2023-08-08,Cancelled
PO002593,SUP029,PRO00060,339,2024-07-17,2024-07-26,Pending
PO002594,SUP001,SKU00152,184,2024-08-06,2024-08-20,Cancelled
PO002595,SUP004,ITM00126,400,2024-11-02,2024-12-01,
PO002596,SUP023,SKU00054,210,28-07-2023,2023-09-05,Delayed
PO002597,SUP016,PROD00199,314,2023-06-03,2023-06-27,Cancelled
PO002598,SUP006,ITM00139,449,2024-05-10,2024-06-23,Delayed
PO002599,SUP004,PROD00136,134,2023-07-17,2023-08-29,Delivered
PO002600,SUP013,PRO00014,237,2024-02-14,2024-03-09,In Transit
PO002601,SUP001,PRO00087,511,2024-05-13,2024-06-09,Delivered
PO002602,SUP010,ITM00015,245,2024-01-26,2024-03-16,Delivered
PO002603,SUP003,PRO00156,324,2025-09-09,2025-10-10,Delayed
PO002604,SUP011,ITM00134,487,2025-02-14,2025-03-02,Delayed
PO002605,SUP019,ITM00025,215,2023-01-07,2023-02-14,In Transit
PO002606,SUP010,SKU00124,241,2024-01-05,2024-02-12,Delayed
PO002607,SUP024,PRO00119,238,2023-04-06,2023-05-20,Delivered
PO002608,SUP002,SKU00179,114,2024-07-30,2024-08-29,Delayed
PO002609,SUP027,SKU00154,324,2024-01-07,2024-01-19,In Transit
PO002610,SUP003,PROD00107,343,2023-04-25,2023-05-01,
PO002611,SUP014,PROD00132,464,2024-07-10,2024-08-25,Delayed
PO002612,SUP013,PROD00165,440,2024-10-12,2024-11-04,Delayed
PO002613,SUP002,PRO00095,302,2025-04-22,2025-05-10,In Transit
PO002614,SUP007,PROD00182,105,2024-06-26,2024-07-05,Delivered
PO002615,SUP018,PROD00044,238,2025-08-21,2025-09-17,In Transit
PO002616,SUP027,SKU00188,172,,2024-02-20,Cancelled
PO002617,SUP005,SKU00088,368,2024-01-13,2024-02-10,Delivered
PO002618,SUP006,PRO00133,190,2024-10-26,2024-11-27,Pending
PO002619,SUP017,ITM00135,537,2023-03-18,2023-04-30,Delivered
PO002620,SUP029,PRO00014,377,2024-10-22,07-11-2024,In Transit
PO002621,SUP021,PRO00144,334,2025-02-24,2025-04-05,In Transit
PO002622,SUP018,SKU00122,460,2023-12-15,2023-12-27,Delayed
PO002623,SUP002,SKU00194,230,2024-07-27,2024-08-01,In Transit
PO002624,SUP005,PRO00109,189,2025-05-01,2025-05-28,In Transit
PO002625,SUP013,ITM00043,471,2025-08-19,2025-09-25,Pending
PO002626,SUP005,PRO00155,225,2024-03-28,2024-05-12,In Transit
PO002627,SUP009,PROD00164,451,2024-04-01,2024-04-27,In Transit
PO002628,SUP014,PRO00037,194,2024-08-23,2024-09-08,Cancelled
PO002629,SUP008,SKU00140,336,2023-08-09,2023-08-29,Delayed
PO002630,SUP014,ITM00166,355,2023-01-27,2023-02-27,Pending
